0.775	6.004262976	0.577533465
0.776	5.986196423	0.592286485
0.777	5.976364278	0.60598944
0.778	5.974070927	0.614245448
0.779	5.979561253	0.619174364
0.78	5.991481776	0.619469244
0.781	6.008193937	0.614653336
0.782	6.028728059	0.605896378
0.783	6.05082507	0.592419264
0.784	6.073383715	0.574674229
0.785	6.096090174	0.551563272
0.786	6.115528983	0.526625679
0.787	6.130464182	0.500964915
0.788	6.145188657	0.474182473
0.789	6.156672916	0.447801921
0.79	6.168646673	0.41779273
0.791	6.17812166	0.384331388
0.792	6.183434389	0.350621695
0.793	6.186086057	0.31830131
0.794	6.183289143	0.287022124
0.795	6.177584217	0.257238157
0.796	6.16687187	0.230926064
0.797	6.157035301	0.204875251
0.798	6.143098861	0.181591535
0.799	6.127126916	0.15833727
0.8	6.112110254	0.138111857
